Datetime,Temperature_Comedor_Sensor,Temperature_Habitacion_Sensor
2012-03-20 00:30:00,17.7447,17.188
2012-03-20 00:45:00,17.6347,17.1267
2012-03-20 01:00:00,17.5373,17.028
2012-03-20 01:15:00,17.4453,16.9333
2012-03-20 01:30:00,17.3727,16.864
2012-03-20 01:45:00,17.286,16.7887
2012-03-20 02:00:00,17.1733,16.72
2012-03-20 02:15:00,17.0687,16.632
2012-03-20 02:30:00,16.9553,16.508
2012-03-20 02:45:00,16.8433,16.426
2012-03-20 03:00:00,16.748,16.32
2012-03-20 03:15:00,16.646,16.2133
2012-03-20 03:30:00,16.53,16.1267
2012-03-20 03:45:00,16.4313,16.0667
2012-03-20 04:00:00,16.3187,16.0093
2012-03-20 04:15:00,16.2093,15.9047
2012-03-20 04:30:00,16.1147,15.8307
2012-03-20 04:45:00,16.0107,15.7387
2012-03-20 05:00:00,15.908,15.6507
2012-03-20 05:15:00,15.7487,15.526
2012-03-20 05:30:00,15.6333,15.44
2012-03-20 05:45:00,15.5013,15.3407
2012-03-20 06:00:00,15.3813,15.2213
2012-03-20 06:15:00,15.256,15.0773
2012-03-20 06:30:00,15.0933,14.9467
2012-03-20 06:45:00,14.9493,14.7867
2012-03-20 07:00:00,14.7967,14.6727
2012-03-20 07:15:00,14.7393,14.5707
2012-03-20 07:30:00,14.6693,14.498
2012-03-20 07:45:00,14.56,14.4133
2012-03-20 08:00:00,14.4907,14.3447
2012-03-20 08:15:00,14.398,14.26
2012-03-20 08:30:00,14.3407,14.1667
2012-03-20 08:45:00,14.2793,14.1267
2012-03-20 09:00:00,14.26,14.0687
2012-03-20 09:15:00,14.2107,14.052
2012-03-20 09:30:00,14.1667,13.9833
2012-03-20 09:45:00,14.1293,13.96
2012-03-20 10:00:00,14.102,13.93
2012-03-20 10:15:00,14.0833,13.9067
2012-03-20 10:30:00,14.026,13.8567
2012-03-20 10:45:00,13.9967,13.8293
2012-03-20 11:00:00,13.98,13.826
2012-03-20 11:15:00,13.9767,13.7947
2012-03-20 11:30:00,13.97,13.7767
2012-03-20 11:45:00,13.9433,13.77
2012-03-20 12:00:00,13.8313,13.6987
2012-03-20 12:15:00,13.8233,13.654
2012-03-20 12:30:00,13.8167,13.678
2012-03-20 12:45:00,13.8,13.682
2012-03-20 13:00:00,13.76,13.6267
2012-03-20 13:15:00,13.7493,13.6267
2012-03-20 13:30:00,13.7633,13.6167
2012-03-20 13:45:00,13.718,13.614
2012-03-20 14:00:00,13.722,13.61
2012-03-20 14:15:00,13.6713,13.5867
2012-03-20 14:30:00,13.6567,13.57
2012-03-20 14:45:00,13.64,13.55
2012-03-20 15:00:00,13.6067,13.5367
2012-03-20 15:15:00,13.5827,13.478
2012-03-20 15:30:00,13.558,13.4473
2012-03-20 15:45:00,13.554,13.4207
2012-03-20 16:00:00,13.4973,13.4147
2012-03-20 16:15:00,13.4433,13.378
2012-03-20 16:30:00,13.4033,13.316
2012-03-20 16:45:00,13.4,13.302
2012-03-20 17:00:00,13.3553,13.272
2012-03-20 17:15:00,13.2973,13.23
2012-03-20 17:30:00,13.2633,13.178
2012-03-20 17:45:00,13.2193,13.1533
2012-03-20 18:00:00,13.1607,13.0933
2012-03-20 18:15:00,13.104,13.0333
2012-03-20 18:30:00,13.02,12.9567
2012-03-20 18:45:00,12.9473,12.8527
2012-03-20 19:00:00,12.892,12.7967
2012-03-20 19:15:00,12.822,12.708
2012-03-20 19:30:00,12.7767,12.638
2012-03-20 19:45:00,12.7533,12.5967
2012-03-20 20:00:00,12.6993,12.5667
2012-03-20 20:15:00,12.6,12.4713
2012-03-20 20:30:00,12.54,12.3867
2012-03-20 20:45:00,12.4807,12.332
2012-03-20 21:00:00,12.45,12.2767
2012-03-20 21:15:00,12.43,12.2493
2012-03-20 21:30:00,12.39,12.2153
2012-03-20 21:45:00,12.3793,12.2107
2012-03-20 22:00:00,12.348,12.1687
2012-03-20 22:15:00,12.3013,12.1367
2012-03-20 22:30:00,12.242,12.1027
2012-03-20 22:45:00,12.206,12.0593
2012-03-20 23:00:00,12.1533,12.0247
2012-03-20 23:15:00,12.0867,11.95
2012-03-20 23:30:00,12.08,11.92
2012-03-20 23:45:00,12.07,11.89
2012-03-21 00:00:00,12.0427,11.8933
2012-03-21 00:15:00,12.0387,11.8833
2012-03-21 00:30:00,12.0287,11.8547
2012-03-21 00:45:00,12.024,11.8493
2012-03-21 01:00:00,12.012,11.8553
2012-03-21 01:15:00,12.02,11.838
2012-03-21 01:30:00,12.028,11.8653
2012-03-21 01:45:00,12.0567,11.8967
2012-03-21 02:00:00,12.0667,11.8933
2012-03-21 02:15:00,12.0767,11.8867
2012-03-21 02:30:00,12.09,11.9067
2012-03-21 02:45:00,12.1033,11.94
2012-03-21 03:00:00,12.1233,11.9267
2012-03-21 03:15:00,12.1333,11.92
2012-03-21 03:30:00,12.1167,11.9033
2012-03-21 03:45:00,12.0933,11.89
2012-03-21 04:00:00,12.09,11.8767
2012-03-21 04:15:00,12.08,11.89
2012-03-21 04:30:00,12.08,11.8487
2012-03-21 04:45:00,12.0833,11.838
2012-03-21 05:00:00,12.0767,11.85
2012-03-21 05:15:00,12.0767,11.838
2012-03-21 05:30:00,12.0567,11.826
2012-03-21 05:45:00,12.0353,11.8067
2012-03-21 06:00:00,12.032,11.7733
2012-03-21 06:15:00,12.024,11.7633
2012-03-21 06:30:00,12.0,11.7367
2012-03-21 06:45:00,11.9767,11.7267
2012-03-21 07:00:00,11.97,11.6847
2012-03-21 07:15:00,11.954,11.686
2012-03-21 07:30:00,11.9333,11.658
2012-03-21 07:45:00,11.922,11.6387
2012-03-21 08:00:00,11.9247,11.6233
2012-03-21 08:15:00,11.9087,11.62
2012-03-21 08:30:00,11.902,11.6233
2012-03-21 08:45:00,11.922,11.6233
2012-03-21 09:00:00,11.922,11.65
2012-03-21 09:15:00,11.986,11.748
2012-03-21 09:30:00,12.066,11.89
2012-03-21 09:45:00,12.146,12.0113
2012-03-21 10:00:00,12.286,12.1273
2012-03-21 10:15:00,12.4233,12.2493
2012-03-21 10:30:00,12.5867,12.446
2012-03-21 10:45:00,12.79,12.6727
2012-03-21 11:00:00,13.0267,12.9413
2012-03-21 11:15:00,13.314,13.2507
2012-03-21 11:30:00,13.6167,13.5507
2012-03-21 11:45:00,13.918,13.9167
2012-03-21 12:00:00,14.2473,15.1893
2012-03-21 12:15:00,14.528,15.706
2012-03-21 12:30:00,14.7947,15.814
2012-03-21 12:45:00,15.0667,16.3827
2012-03-21 13:00:00,15.3207,16.4167
2012-03-21 13:15:00,15.5487,16.4647
2012-03-21 13:30:00,15.7993,16.5753
2012-03-21 13:45:00,16.0227,16.698
2012-03-21 14:00:00,16.2587,16.7973
2012-03-21 14:15:00,16.4933,16.916
2012-03-21 14:30:00,16.7307,16.97
2012-03-21 14:45:00,16.912,17.0593
2012-03-21 15:00:00,17.086,17.11
2012-03-21 15:15:00,17.2727,17.352
2012-03-21 15:30:00,17.4527,17.6113
2012-03-21 15:45:00,17.5873,17.7367
2012-03-21 16:00:00,17.6767,17.7447
2012-03-21 16:15:00,17.604,17.5073
2012-03-21 16:30:00,17.5533,17.3927
2012-03-21 16:45:00,17.4967,17.28
2012-03-21 17:00:00,17.442,17.2067
2012-03-21 17:15:00,17.3613,17.1067
2012-03-21 17:30:00,17.2713,17.0067
2012-03-21 17:45:00,17.1667,16.8973
2012-03-21 18:00:00,17.0987,16.7653
2012-03-21 18:15:00,17.0,16.6873
2012-03-21 18:30:00,16.9347,16.5627
2012-03-21 18:45:00,16.86,16.4667
2012-03-21 19:00:00,16.778,16.4027
2012-03-21 19:15:00,16.67,16.304
2012-03-21 19:30:00,16.5313,16.1887
2012-03-21 19:45:00,16.4187,16.072
2012-03-21 20:00:00,16.2967,15.964
2012-03-21 20:15:00,16.2027,15.8567
2012-03-21 20:30:00,16.0707,15.726
2012-03-21 20:45:00,15.904,15.5813
2012-03-21 21:00:00,15.7933,15.4713
2012-03-21 21:15:00,15.68,15.344
2012-03-21 21:30:00,15.572,15.2293
2012-03-21 21:45:00,15.4493,15.1033
2012-03-21 22:00:00,15.3173,15.0027
2012-03-21 22:15:00,15.1853,14.876
2012-03-21 22:30:00,15.016,14.7
2012-03-21 22:45:00,14.83,14.5573
2012-03-21 23:00:00,14.7013,14.4067
2012-03-21 23:15:00,14.56,14.2767
2012-03-21 23:30:00,14.4327,14.1207
2012-03-21 23:45:00,14.3,13.986
2012-03-22 00:00:00,14.1747,13.876
2012-03-22 00:15:00,14.088,13.75
2012-03-22 00:30:00,13.968,13.6513
2012-03-22 00:45:00,13.8427,13.5307
2012-03-22 01:00:00,13.7387,13.4267
2012-03-22 01:15:00,13.6367,13.3333
2012-03-22 01:30:00,13.5313,13.256
2012-03-22 01:45:00,13.41,13.14
2012-03-22 02:00:00,13.3213,13.0473
2012-03-22 02:15:00,13.2293,12.93
2012-03-22 02:30:00,13.0987,12.8367
2012-03-22 02:45:00,12.9807,12.708
2012-03-22 03:00:00,12.8913,12.61
2012-03-22 03:15:00,12.7967,12.5013
2012-03-22 03:30:00,12.6987,12.3887
2012-03-22 03:45:00,12.5933,12.2867
2012-03-22 04:00:00,12.4707,12.1647
2012-03-22 04:15:00,12.346,12.0613
2012-03-22 04:30:00,12.226,11.9567
2012-03-22 04:45:00,12.1113,11.862
2012-03-22 05:00:00,12.0313,11.74
2012-03-22 05:15:00,11.9387,11.6453
2012-03-22 05:30:00,11.8413,11.5453
2012-03-22 05:45:00,11.7133,11.42
2012-03-22 06:00:00,11.5907,11.32
2012-03-22 06:15:00,11.5253,11.2247
2012-03-22 06:30:00,11.4367,11.144
2012-03-22 06:45:00,11.3867,11.0893
2012-03-22 07:00:00,11.352,11.076
2012-03-22 07:15:00,11.3553,11.0787
2012-03-22 07:30:00,11.39,11.1067
2012-03-22 07:45:00,11.4333,11.1513
2012-03-22 08:00:00,11.536,11.2247
2012-03-22 08:15:00,11.6187,11.3453
2012-03-22 08:30:00,11.784,11.5087
2012-03-22 08:45:00,11.986,11.7213
2012-03-22 09:00:00,12.2573,11.9413
2012-03-22 09:15:00,12.492,12.1713
2012-03-22 09:30:00,12.7267,12.4453
2012-03-22 09:45:00,12.9873,12.7287
2012-03-22 10:00:00,13.272,13.046
2012-03-22 10:15:00,13.5747,13.37
2012-03-22 10:30:00,13.9113,13.736
2012-03-22 10:45:00,14.224,14.0913
2012-03-22 11:00:00,14.556,14.44
2012-03-22 11:15:00,14.8713,14.7947
2012-03-22 11:30:00,15.2013,15.1373
2012-03-22 11:45:00,15.4987,15.462
2012-03-22 12:00:00,15.824,15.7833
2012-03-22 12:15:00,16.1253,16.054
2012-03-22 12:30:00,16.514,16.412
2012-03-22 12:45:00,16.8833,16.7027
2012-03-22 13:00:00,17.1273,16.9967
2012-03-22 13:15:00,17.3587,17.1533
2012-03-22 13:30:00,17.532,17.3093
2012-03-22 13:45:00,17.7387,17.4413
2012-03-22 14:00:00,17.9513,17.5967
2012-03-22 14:15:00,18.118,17.7107
2012-03-22 14:30:00,18.2747,17.8047
2012-03-22 14:45:00,18.4247,17.9047
2012-03-22 15:00:00,18.5727,17.98
2012-03-22 15:15:00,18.668,18.0693
2012-03-22 15:30:00,18.7747,18.1167
2012-03-22 15:45:00,18.8367,18.1433
2012-03-22 16:00:00,18.8973,18.2793
2012-03-22 16:15:00,18.924,18.32
2012-03-22 16:30:00,18.9353,18.2767
2012-03-22 16:45:00,18.9233,18.2467
2012-03-22 17:00:00,18.9033,18.208
2012-03-22 17:15:00,18.83,18.1467
2012-03-22 17:30:00,18.782,18.1033
2012-03-22 17:45:00,18.7113,18.07
2012-03-22 18:00:00,18.658,18.0047
2012-03-22 18:15:00,18.59,17.93
2012-03-22 18:30:00,18.5233,17.864
2012-03-22 18:45:00,18.438,17.7987
2012-03-22 19:00:00,18.3633,17.7333
2012-03-22 19:15:00,18.2787,17.6333
2012-03-22 19:30:00,18.19,17.5767
2012-03-22 19:45:00,18.1127,17.508
2012-03-22 20:00:00,18.0147,17.43
2012-03-22 20:15:00,17.9193,17.3593
2012-03-22 20:30:00,17.8267,17.24
2012-03-22 20:45:00,17.7527,17.1727
2012-03-22 21:00:00,17.65,17.0833
2012-03-22 21:15:00,17.54,16.9953
2012-03-22 21:30:00,17.4687,16.916
2012-03-22 21:45:00,17.3727,16.8107
2012-03-22 22:00:00,17.272,16.7087
2012-03-22 22:15:00,17.16,16.61
2012-03-22 22:30:00,17.0427,16.4973
2012-03-22 22:45:00,16.9413,16.3847
2012-03-22 23:00:00,16.8607,16.2967
2012-03-22 23:15:00,16.77,16.1993
2012-03-22 23:30:00,16.666,16.1033
2012-03-22 23:45:00,16.556,16.0087
2012-03-23 00:00:00,16.4493,15.9047
2012-03-23 00:15:00,16.3387,15.8173
2012-03-23 00:30:00,16.2393,15.714
2012-03-23 00:45:00,16.1327,15.6087
2012-03-23 01:00:00,16.028,15.5033
2012-03-23 01:15:00,15.9193,15.4067
2012-03-23 01:30:00,15.8133,15.2833
2012-03-23 01:45:00,15.7193,15.1773
2012-03-23 02:00:00,15.61,15.0713
2012-03-23 02:15:00,15.5127,14.9933
2012-03-23 02:30:00,15.4147,14.9233
2012-03-23 02:45:00,15.318,14.8233
2012-03-23 03:00:00,15.218,14.7227
2012-03-23 03:15:00,15.1233,14.6273
2012-03-23 03:30:00,15.0247,14.5613
2012-03-23 03:45:00,14.9093,14.4613
2012-03-23 04:00:00,14.8033,14.3693
2012-03-23 04:15:00,14.7087,14.2567
2012-03-23 04:30:00,14.6333,14.1593
2012-03-23 04:45:00,14.5307,14.0793
2012-03-23 05:00:00,14.4327,13.9633
2012-03-23 05:15:00,14.334,13.8867
2012-03-23 05:30:00,14.2293,13.778
2012-03-23 05:45:00,14.154,13.6727
2012-03-23 06:00:00,14.0913,13.5933
2012-03-23 06:15:00,14.0033,13.5067
2012-03-23 06:30:00,13.916,13.444
2012-03-23 06:45:00,13.8427,13.38
2012-03-23 07:00:00,13.81,13.3187
2012-03-23 07:15:00,13.7767,13.304
2012-03-23 07:30:00,13.77,13.31
2012-03-23 07:45:00,13.7867,13.3093
2012-03-23 08:00:00,13.8347,13.3473
2012-03-23 08:15:00,13.8993,13.4087
2012-03-23 08:30:00,13.996,13.5307
2012-03-23 08:45:00,14.118,13.6907
2012-03-23 09:00:00,14.218,13.7927
2012-03-23 09:15:00,14.3913,13.9793
2012-03-23 09:30:00,14.62,14.2473
2012-03-23 09:45:00,14.8507,14.5053
2012-03-23 10:00:00,15.126,14.7853
2012-03-23 10:15:00,15.4033,15.078
2012-03-23 10:30:00,15.7153,15.416
2012-03-23 10:45:00,16.0,15.7553
2012-03-23 11:00:00,16.2833,16.056
2012-03-23 11:15:00,16.5633,16.352
2012-03-23 11:30:00,16.8567,16.6627
2012-03-23 11:45:00,17.114,16.9353
2012-03-23 12:00:00,17.388,17.2307
2012-03-23 12:15:00,17.6527,17.4973
2012-03-23 12:30:00,17.9053,17.746
2012-03-23 12:45:00,18.1547,17.994
2012-03-23 13:00:00,18.3787,18.1853
2012-03-23 13:15:00,18.576,18.3693
2012-03-23 13:30:00,18.7733,18.554
2012-03-23 13:45:00,18.9967,18.7393
2012-03-23 14:00:00,19.178,18.8747
2012-03-23 14:15:00,19.3607,18.9827
2012-03-23 14:30:00,19.544,19.1233
2012-03-23 14:45:00,19.7073,19.2533
2012-03-23 15:00:00,19.87,19.3327
2012-03-23 15:15:00,19.9947,19.376
2012-03-23 15:30:00,20.0873,19.42
2012-03-23 15:45:00,20.1553,19.44
2012-03-23 16:00:00,20.2033,19.492
2012-03-23 16:15:00,20.2367,19.5
2012-03-23 16:30:00,20.24,19.504
2012-03-23 16:45:00,20.2367,19.4733
2012-03-23 17:00:00,20.21,19.48
2012-03-23 17:15:00,20.1587,19.4367
2012-03-23 17:30:00,20.1027,19.3933
2012-03-23 17:45:00,20.0467,19.314
2012-03-23 18:00:00,19.964,19.2833
2012-03-23 18:15:00,19.89,19.1993
2012-03-23 18:30:00,19.8253,19.144
2012-03-23 18:45:00,19.734,19.08
2012-03-23 19:00:00,19.656,18.9687
2012-03-23 19:15:00,19.5793,18.926
2012-03-23 19:30:00,19.5,18.854
2012-03-23 19:45:00,19.4047,18.76
2012-03-23 20:00:00,19.3147,18.7267
2012-03-23 20:15:00,19.248,18.648
2012-03-23 20:30:00,19.148,18.57
2012-03-23 20:45:00,19.06,18.4767
2012-03-23 21:00:00,18.9693,18.3827
2012-03-23 21:15:00,18.8967,18.348
2012-03-23 21:30:00,18.8167,18.2567
2012-03-23 21:45:00,18.7327,18.1887
2012-03-23 22:00:00,18.6413,18.11
2012-03-23 22:15:00,18.566,18.0047
2012-03-23 22:30:00,18.4787,17.9233
2012-03-23 22:45:00,18.3727,17.8273
2012-03-23 23:00:00,18.2853,17.7433
2012-03-23 23:15:00,18.1933,17.6387
2012-03-23 23:30:00,18.1013,17.57
2012-03-23 23:45:00,17.99,17.488
2012-03-24 00:00:00,17.894,17.42
2012-03-24 00:15:00,17.8093,17.3153
2012-03-24 00:30:00,17.7213,17.2467
2012-03-24 00:45:00,17.636,17.1547
2012-03-24 01:00:00,17.5547,17.064
2012-03-24 01:15:00,17.474,16.9433
2012-03-24 01:30:00,17.38,16.88
2012-03-24 01:45:00,17.2993,16.7827
2012-03-24 02:00:00,17.182,16.6893
2012-03-24 02:15:00,17.0873,16.59
2012-03-24 02:30:00,16.98,16.5193
2012-03-24 02:45:00,16.8893,16.4067
2012-03-24 03:00:00,16.8133,16.2967
2012-03-24 03:15:00,16.704,16.1927
2012-03-24 03:30:00,16.5987,16.0833
2012-03-24 03:45:00,16.5,15.9947
2012-03-24 04:00:00,16.3947,15.9007
2012-03-24 04:15:00,16.292,15.78
2012-03-24 04:30:00,16.1953,15.724
2012-03-24 04:45:00,16.1013,15.616
2012-03-24 05:00:00,16.0067,15.5187
2012-03-24 05:15:00,15.8973,15.41
2012-03-24 05:30:00,15.7893,15.2733
2012-03-24 05:45:00,15.698,15.196
2012-03-24 06:00:00,15.5993,15.09
2012-03-24 06:15:00,15.5013,14.9807
2012-03-24 06:30:00,15.4193,14.9067
2012-03-24 06:45:00,15.3373,14.8393
2012-03-24 07:00:00,15.292,14.7933
2012-03-24 07:15:00,15.244,14.7467
2012-03-24 07:30:00,15.232,14.7367
2012-03-24 07:45:00,15.2127,14.6927
2012-03-24 08:00:00,15.2413,14.73
2012-03-24 08:15:00,15.2893,14.76
2012-03-24 08:30:00,15.3527,14.8427
2012-03-24 08:45:00,15.4493,14.992
2012-03-24 09:00:00,15.6053,15.136
2012-03-24 09:15:00,15.7587,15.3187
2012-03-24 09:30:00,15.9647,15.552
2012-03-24 09:45:00,16.2033,15.7987
2012-03-24 10:00:00,16.4353,16.0407
2012-03-24 10:15:00,16.706,16.316
2012-03-24 10:30:00,16.9727,16.604
2012-03-24 10:45:00,17.2413,16.894
2012-03-24 11:00:00,17.5047,17.196
2012-03-24 11:15:00,17.7833,17.4973
2012-03-24 11:30:00,18.0467,17.7807
2012-03-24 11:45:00,18.3133,18.0593
2012-03-24 12:00:00,18.5573,18.3313
2012-03-24 12:15:00,18.6807,18.4533
2012-03-24 12:30:00,18.8127,18.5307
2012-03-24 12:45:00,18.9693,18.714
2012-03-24 13:00:00,19.1667,18.8793
2012-03-24 13:15:00,19.3287,19.026
2012-03-24 13:30:00,19.5153,19.2033
2012-03-24 13:45:00,19.5987,19.2467
2012-03-24 14:00:00,19.6427,19.2533
2012-03-24 14:15:00,19.7127,19.2967
2012-03-24 14:30:00,19.7647,19.356
2012-03-24 14:45:00,19.81,19.3833
2012-03-24 15:00:00,19.8667,19.43
2012-03-24 15:15:00,19.9587,19.504
2012-03-24 15:30:00,19.9893,19.536
2012-03-24 15:45:00,20.0233,19.484
2012-03-24 16:00:00,20.03,19.5193
2012-03-24 16:15:00,20.0333,19.5313
2012-03-24 16:30:00,20.0267,19.54
2012-03-24 16:45:00,20.0127,19.528
2012-03-24 17:00:00,19.982,19.464
2012-03-24 17:15:00,19.95,19.43
2012-03-24 17:30:00,19.9,19.4133
2012-03-24 17:45:00,19.8493,19.364
2012-03-24 18:00:00,19.8067,19.3133
2012-03-24 18:15:00,19.7433,19.2633
2012-03-24 18:30:00,19.6873,19.17
2012-03-24 18:45:00,19.6127,19.1033
2012-03-24 19:00:00,19.5433,19.04
2012-03-24 19:15:00,19.486,18.97
2012-03-24 19:30:00,19.408,18.8987
2012-03-24 19:45:00,19.336,18.8133
2012-03-24 20:00:00,19.2667,18.7533
2012-03-24 20:15:00,19.1933,18.664
2012-03-24 20:30:00,19.11,18.5733
2012-03-24 20:45:00,19.0367,18.5353
2012-03-24 21:00:00,18.9547,18.45
2012-03-24 21:15:00,18.88,18.3627
2012-03-24 21:30:00,18.8,18.27
2012-03-24 21:45:00,18.7047,18.1533
2012-03-24 22:00:00,18.6213,18.0933
2012-03-24 22:15:00,18.5413,17.9987
2012-03-24 22:30:00,18.4453,17.8673
2012-03-24 22:45:00,18.3533,17.8187
2012-03-24 23:00:00,18.26,17.74
2012-03-24 23:15:00,18.1667,17.65
2012-03-24 23:30:00,18.0813,17.5593
2012-03-24 23:45:00,17.9833,17.4673
2012-03-25 00:00:00,17.882,17.356
2012-03-25 00:15:00,17.7847,17.2833
2012-03-25 00:30:00,17.6907,17.196
2012-03-25 00:45:00,17.5887,17.11
2012-03-25 01:00:00,17.4927,17.0107
2012-03-25 01:15:00,17.4033,16.908
2012-03-25 01:30:00,17.32,16.808
2012-03-25 01:45:00,17.1993,16.7087
2012-03-25 02:00:00,17.0913,16.59
2012-03-25 02:15:00,16.99,16.4827
2012-03-25 02:30:00,16.9007,16.378
2012-03-25 02:45:00,16.816,16.2733
2012-03-25 03:00:00,16.7227,16.16
2012-03-25 03:15:00,16.6067,16.0867
2012-03-25 03:30:00,16.4973,15.9807
2012-03-25 03:45:00,16.402,15.88
2012-03-25 04:00:00,16.2947,15.758
2012-03-25 04:15:00,16.2027,15.672
2012-03-25 04:30:00,16.112,15.596
2012-03-25 04:45:00,16.0067,15.5013
2012-03-25 05:00:00,15.8973,15.3713
2012-03-25 05:15:00,15.8033,15.2873
2012-03-25 05:30:00,15.698,15.1633
2012-03-25 05:45:00,15.6133,15.0867
2012-03-25 06:00:00,15.5087,14.9633
2012-03-25 06:15:00,15.426,14.8993
2012-03-25 06:30:00,15.348,14.8373
2012-03-25 06:45:00,15.2873,14.7467
2012-03-25 07:00:00,15.2293,14.7267
2012-03-25 07:15:00,15.182,14.674
2012-03-25 07:30:00,15.1767,14.638
2012-03-25 07:45:00,15.182,14.6133
2012-03-25 08:00:00,15.2107,14.654
2012-03-25 08:15:00,15.2813,14.7247
2012-03-25 08:30:00,15.3487,14.8347
2012-03-25 08:45:00,15.4633,14.982
2012-03-25 09:00:00,15.624,15.1567
2012-03-25 09:15:00,15.8173,15.376
2012-03-25 09:30:00,16.0367,15.6053
2012-03-25 09:45:00,16.2913,15.878
2012-03-25 10:00:00,16.5513,16.1647
2012-03-25 10:15:00,16.822,16.4693
2012-03-25 10:30:00,17.0853,16.7853
2012-03-25 10:45:00,17.4007,17.0887
2012-03-25 11:00:00,17.6733,17.4153
2012-03-25 11:15:00,17.954,17.7593
2012-03-25 11:30:00,18.2433,18.0533
2012-03-25 11:45:00,18.5493,18.4087
2012-03-25 12:00:00,18.8327,18.678
2012-03-25 12:15:00,19.0933,18.98
2012-03-25 12:30:00,19.368,19.2273
2012-03-25 12:45:00,19.6267,19.4727
2012-03-25 13:00:00,19.8727,19.6933
2012-03-25 13:15:00,20.1013,19.9093
2012-03-25 13:30:00,20.3473,20.0947
2012-03-25 13:45:00,20.572,20.262
2012-03-25 14:00:00,20.7627,20.4447
2012-03-25 14:15:00,20.968,20.5707
2012-03-25 14:30:00,21.1613,20.66
2012-03-25 14:45:00,21.344,20.788
2012-03-25 15:00:00,21.5,20.8453
2012-03-25 15:15:00,21.6333,20.912
2012-03-25 15:30:00,21.7333,20.9813
2012-03-25 15:45:00,21.812,21.024
2012-03-25 16:00:00,21.864,21.036
2012-03-25 16:15:00,21.872,21.052
2012-03-25 16:30:00,21.872,21.06
2012-03-25 16:45:00,21.8547,21.028
2012-03-25 17:00:00,21.796,20.9867
2012-03-25 17:15:00,21.724,20.9627
2012-03-25 17:30:00,21.656,20.908
2012-03-25 17:45:00,21.5733,20.8373
2012-03-25 18:00:00,21.4787,20.768
2012-03-25 18:15:00,21.4053,20.7093
2012-03-25 18:30:00,21.3,20.616
2012-03-25 18:45:00,21.1987,20.5533
2012-03-25 19:00:00,21.1027,20.4267
2012-03-25 19:15:00,21.0027,20.352
2012-03-25 19:30:00,20.896,20.2667
2012-03-25 19:45:00,20.8093,20.1387
2012-03-25 20:00:00,20.7107,20.064
2012-03-25 20:15:00,20.612,19.97
2012-03-25 20:30:00,20.5147,19.8553
2012-03-25 20:45:00,20.4233,19.7833
2012-03-25 21:00:00,20.314,19.694
2012-03-25 21:15:00,20.2,19.56
2012-03-25 21:30:00,20.096,19.4867
2012-03-25 21:45:00,19.9907,19.3567
2012-03-25 22:00:00,19.866,19.2633
2012-03-25 22:15:00,19.7547,19.1493
2012-03-25 22:30:00,19.6307,18.976
2012-03-25 22:45:00,19.506,18.8573
2012-03-25 23:00:00,19.374,18.7333
2012-03-25 23:15:00,19.2467,18.6133
2012-03-25 23:30:00,19.118,18.498
2012-03-25 23:45:00,18.9833,18.374
2012-03-26 00:00:00,18.8767,18.22
2012-03-26 00:15:00,18.7547,18.1133
2012-03-26 00:30:00,18.612,17.9813
2012-03-26 00:45:00,18.498,17.8427
2012-03-26 01:00:00,18.36,17.7433
2012-03-26 01:15:00,18.2353,17.6047
2012-03-26 01:30:00,18.1113,17.474
2012-03-26 01:45:00,17.9693,17.384
2012-03-26 02:00:00,17.8507,17.2447
2012-03-26 02:15:00,17.7273,17.1067
2012-03-26 02:30:00,17.592,17.0053
2012-03-26 02:45:00,17.484,16.9
2012-03-26 03:00:00,17.368,16.7627
2012-03-26 03:15:00,17.242,16.6327
2012-03-26 03:30:00,17.09,16.494
2012-03-26 03:45:00,16.9833,16.3633
2012-03-26 04:00:00,16.8887,16.2733
2012-03-26 04:15:00,16.7913,16.17
2012-03-26 04:30:00,16.67,16.0793
2012-03-26 04:45:00,16.5553,15.974
2012-03-26 05:00:00,16.454,15.872
2012-03-26 05:15:00,16.332,15.7453
2012-03-26 05:30:00,16.232,15.684
2012-03-26 05:45:00,16.1227,15.582
2012-03-26 06:00:00,16.014,15.4687
2012-03-26 06:15:00,15.8907,15.3407
2012-03-26 06:30:00,15.7867,15.2373
2012-03-26 06:45:00,15.6987,15.1607
2012-03-26 07:00:00,15.6367,15.11
2012-03-26 07:15:00,15.5613,15.0273
2012-03-26 07:30:00,15.554,15.0
2012-03-26 07:45:00,15.562,14.9767
2012-03-26 08:00:00,15.572,15.004
2012-03-26 08:15:00,15.64,15.0787
2012-03-26 08:30:00,15.7107,15.1827
2012-03-26 08:45:00,15.8033,15.3333
2012-03-26 09:00:00,15.9573,15.4987
2012-03-26 09:15:00,16.1327,15.6973
2012-03-26 09:30:00,16.3553,15.9273
2012-03-26 09:45:00,16.6093,16.1867
2012-03-26 10:00:00,16.8593,16.4687
2012-03-26 10:15:00,17.1727,16.796
2012-03-26 10:30:00,17.656,17.2453
2012-03-26 10:45:00,18.132,17.6933
2012-03-26 11:00:00,18.5733,18.106
2012-03-26 11:15:00,18.994,18.4793
2012-03-26 11:30:00,19.416,18.8673
2012-03-26 11:45:00,19.802,19.2593
2012-03-26 12:00:00,20.19,19.608
2012-03-26 12:15:00,20.558,19.9887
2012-03-26 12:30:00,20.92,20.316
2012-03-26 12:45:00,21.244,20.6107
2012-03-26 13:00:00,21.536,20.8613
